Gene,FC_2d,p.adj_2d,FC_21d,p.adj_21d,,,,,,
SPCC1442.16c,-2.023290596,1.17E-30,-1.411716105,8.04E-21,,,,,,
SPCC1442.19,-0.769169701,0.016414303,-1.214072933,0.000176518,,,,,,
SPCC1450.05c,-1.513812799,0.175467106,-1.928298876,0.121356678,,,,,,
SPCC1450.07c,-0.148649817,0.421376743,1.417257135,6.20E-34,,,,,,
SPCC1450.11c,2.925850176,3.46E-104,2.314894152,4.27E-103,,,,,,
SPCC1450.13c,1.494065858,1.29E-07,1.456745423,1.62E-26,,,,,,
SPCC1494.01,1.146764146,4.36E-06,1.01848646,7.67E-10,,,,,,
SPCC1494.02c,-1.121682242,3.89E-06,-0.778358606,0.000293196,,,,,,
SPCC1494.03,1.847608666,3.21E-24,1.847584206,1.41E-16,,,,,,
SPCC1494.04c,-1.219551344,6.59E-09,-0.518226489,0.002994634,,,,,,
SPCC1494.10,0.853743069,4.03E-10,2.191126057,7.91E-86,,,,,,
SPCC1494.11c,-1.711269051,0.148556736,-1.061104772,0.399077284,,,,,,
SPCC14G10.01,-0.953560888,0.00084465,-1.251063018,7.56E-06,,,,,,
SPCC14G10.04,0.930418377,1.15E-10,1.146070226,2.54E-32,,,,,,
SPCC162.02c,-1.628005068,3.93E-36,-1.627179696,1.07E-48,,,,,,
SPCC162.03,-1.47514765,1.21E-20,-0.662134003,1.61E-06,,,,,,
SPCC162.04c,1.159355222,0.053062237,1.669472898,0.003331855,,,,,,
SPCC162.05,-1.818008158,8.54E-22,-1.100073919,1.61E-12,,,,,,
SPCC162.06c,0.94226604,4.93E-06,1.124020106,6.26E-15,,,,,,
SPCC162.07,1.623456915,1.61E-23,1.836145774,6.04E-86,,,,,,
SPCC162.08c,1.181823283,1.36E-12,1.102233796,1.63E-13,,,,,,
SPCC1620.01c,-2.248783341,7.86E-18,-2.504683086,2.50E-22,,,,,,
SPCC1620.02,2.507984497,7.33E-14,2.792871903,1.37E-19,,,,,,
SPCC1620.09c,0.715047582,1.05E-06,1.35521799,4.99E-34,,,,,,
SPCC1620.11,-1.122631262,NA,-1.131468321,0.452046679,,,,,,
SPCC1620.14c,1.932930517,3.70E-45,1.971774249,9.46E-58,,,,,,
SPCC1672.05c,-0.538593401,3.48E-05,-1.156477483,3.26E-21,,,,,,
SPCC1672.10,-0.830989822,1.17E-08,-1.190760382,1.75E-20,,,,,,
SPCC1682.05c,-1.220589629,0.333782296,-0.68324788,0.621268072,,,,,,
SPCC1682.08c,2.495104434,2.10E-39,2.161245626,8.48E-90,,,,,,
SPCC1682.09c,1.7095364,0.002475086,2.171027833,8.44E-05,,,,,,
SPCC1682.10,-1.093494878,1.29E-13,-1.011366985,7.90E-14,,,,,,
SPCC1682.11c,1.839018505,4.60E-35,2.092432248,2.35E-59,,,,,,
SPCC1682.12c,2.173292177,6.06E-09,1.442636037,0.001498454,,,,,,
SPCC1682.15,1.820158893,1.93E-38,1.265945466,2.40E-23,,,,,,
SPCC16A11.05c,-1.509353554,2.27E-15,-1.890392907,8.07E-28,,,,,,
SPCC16A11.06c,-1.277539655,1.74E-07,-1.105291443,1.00E-07,,,,,,
SPCC16A11.07,-2.416020423,1.73E-11,-2.085918892,1.34E-10,,,,,,
SPCC16A11.08,1.618824066,4.93E-17,2.446495567,2.53E-68,,,,,,
SPCC16A11.13,-1.651536098,4.09E-15,-1.440096895,1.94E-10,,,,,,
SPCC16A11.15c,3.01777974,1.12E-41,3.230468825,1.81E-107,,,,,,
SPCC16C4.02c,1.703446405,2.62E-35,1.485416322,5.48E-18,,,,,,
SPCC16C4.03,1.495414764,5.86E-25,1.295029084,4.95E-23,,,,,,
SPCC16C4.04,-1.115568032,0.000821997,-1.784476574,1.96E-08,,,,,,
SPCC16C4.07,2.914413141,1.04E-87,2.913114693,5.51E-156,,,,,,
SPCC16C4.09,3.219244631,8.75E-75,3.992261804,0,,,,,,
SPCC16C4.12,-1.171158025,4.72E-09,-1.169124699,3.05E-09,,,,,,
SPCC16C4.18c,-0.796397913,1.31E-08,-1.002802133,1.40E-12,,,,,,
SPCC16C4.20c,-1.099657294,0.000650838,-1.28021401,9.04E-05,,,,,,
SPCC16C4.21,7.303227288,3.61E-32,7.127405069,1.29E-28,,,,,,
SPCC1739.01,2.617123074,1.02E-68,2.889079709,5.29E-119,,,,,,
SPCC1739.02c,-2.194512573,0.080450074,-1.489134345,0.270592163,,,,,,
SPCC1739.05,-0.666221773,0.000429988,-1.214600289,2.89E-10,,,,,,
SPCC1739.06c,-1.906103985,7.02E-38,-1.686791604,4.70E-44,,,,,,
SPCC1739.08c,8.113862594,1.53E-119,9.243623171,3.72E-56,,,,,,
SPCC1739.10,2.376485381,3.30E-47,2.74865714,2.89E-104,,,,,,
SPCC1739.12,1.219839316,1.61E-18,1.031329185,4.34E-20,,,,,,
SPCC1739.13,-0.47528462,0.106200179,-1.354521187,4.31E-44,,,,,,
SPCC1739.15,-0.090128807,0.856644166,1.599089241,3.06E-08,,,,,,
SPCC1742.01,2.643440217,4.32E-69,3.019010027,7.10E-150,,,,,,
SPCC1753.01c,-2.045534313,0.000560633,-1.973684424,0.000444483,,,,,,
SPCC1753.02c,2.838511176,3.35E-61,1.959159507,1.15E-42,,,,,,
SPCC1753.04,-1.311740835,3.48E-15,-1.984096156,7.66E-45,,,,,,
SPCC1795.02c,1.1696827,4.41E-16,1.399195739,6.09E-34,,,,,,
SPCC1795.09,1.371930575,4.24E-16,1.202254949,1.06E-13,,,,,,
SPCC1795.10c,2.082731102,1.87E-40,2.156705793,3.37E-58,,,,,,
SPCC1795.12c,-0.598048251,0.007541856,-1.538224563,1.28E-11,,,,,,
SPCC18.03,1.217448593,9.52E-13,1.141402198,4.53E-23,,,,,,
SPCC18.08,-1.739889052,0.177903063,-1.7772279,0.216166279,,,,,,
SPCC18.09c,-1.077422638,0.36963937,-0.491554166,0.690984184,,,,,,
SPCC18.11c,-1.322122145,0.089201243,-1.572120971,0.069147831,,,,,,
SPCC18.12c,-2.800020016,0.019531382,-2.882539212,0.02746972,,,,,,
SPCC18.13,-1.075788482,5.21E-08,-1.791129706,1.91E-21,,,,,,
SPCC18.15,-1.319418437,1.83E-10,0.643135073,1.32E-05,,,,,,
SPCC1827.01c,-0.242892354,0.15125596,-1.139048277,3.03E-12,,,,,,
SPCC1827.03c,-1.139424751,4.40E-08,-1.445841402,6.19E-46,,,,,,
SPCC1827.05c,-0.507219072,0.001365908,-1.016452479,1.76E-12,,,,,,
SPCC1827.06c,-0.904697194,4.47E-06,-1.457262271,1.26E-44,,,,,,
SPCC1827.07c,1.252273264,6.74E-06,2.592922396,3.69E-41,,,,,,
SPCC1827.08c,1.145319973,3.79E-09,1.873205762,1.34E-30,,,,,,
SPCC1840.02c,2.024242408,2.45E-55,1.610330875,2.06E-71,,,,,,
SPCC1840.04,-0.118991865,0.582068502,1.111251584,3.35E-14,,,,,,
SPCC1840.05c,-1.232514734,0.003433136,-1.767505105,1.36E-05,,,,,,
SPCC1840.06,-0.940369555,2.03E-07,-1.104656508,7.24E-18,,,,,,
SPCC1840.07c,-1.593586866,2.24E-16,-1.813813588,2.05E-21,,,,,,
SPCC1840.09,-1.081991786,4.64E-07,-0.302856982,0.109246445,,,,,,
SPCC1840.10,-1.231266461,0.00089133,-1.488611325,0.000168597,,,,,,
SPCC1840.11,-1.738462581,1.02E-20,-1.398091043,1.12E-17,,,,,,
SPCC188.02,-1.147757727,2.07E-06,-1.242580794,1.50E-22,,,,,,
SPCC188.04c,-1.654363238,0.171686521,-1.044126729,0.418346445,,,,,,
SPCC188.09c,1.270525628,6.84E-14,1.260708843,5.66E-21,,,,,,
SPCC188.14,1.683593781,3.82E-09,1.147851285,0.000155162,,,,,,
SPCC1884.01,-3.120717556,0.002288988,-0.510281557,0.538533946,,,,,,
SPCC1884.02,0.816156235,1.72E-05,1.671511552,5.92E-29,,,,,,
SPCC18B5.03,1.358367784,5.22E-24,2.371746799,3.10E-50,,,,,,
SPCC18B5.04,-1.870823939,1.45E-14,-2.057888936,2.19E-20,,,,,,
SPCC18B5.06,-1.038152876,2.13E-06,-0.268400515,0.16226502,,,,,,
SPCC18B5.09c,-0.986789466,0.002275147,-1.297702877,1.21E-07,,,,,,
SPCC18B5.10c,-0.744114294,0.000996329,-1.034791672,6.23E-07,,,,,,
SPCC18B5.11c,0.437146423,0.033425095,1.259477674,6.80E-19,,,,,,
SPCC1902.01,3.118568975,9.34E-85,3.634963119,0,,,,,,
SPCC1902.02,1.076453612,1.29E-14,1.042710097,5.82E-19,,,,,,
SPCC1906.03,3.029559132,1.70E-32,3.030391835,3.76E-34,,,,,,
SPCC1906.04,1.282125176,0.01321611,1.990404772,1.08E-05,,,,,,
SPCC191.01,2.965280631,2.97E-47,3.253514452,2.66E-64,,,,,,
SPCC191.04c,-1.823867077,0.041059921,-0.199711198,0.805281956,,,,,,
SPCC191.06,2.424548943,1.60E-18,2.530044236,1.64E-24,,,,,,
SPCC191.08,-1.257922235,1.02E-05,-0.932042676,6.64E-05,,,,,,
SPCC191.09c,-1.445399119,0.202355786,0.255621033,0.799092111,,,,,,
SPCC191.11,0.199400966,0.250311874,1.894707037,4.85E-67,,,,,,
SPCC1919.05,1.524655055,1.53E-10,1.134236581,9.49E-06,,,,,,
SPCC1919.06c,-2.121747023,2.78E-07,-0.509613637,0.10917246,,,,,,
SPCC1919.08c,-1.042575904,0.062853393,-1.244461611,0.006274974,,,,,,
SPCC1919.09,-0.722343483,1.26E-05,-1.304032572,5.42E-14,,,,,,
SPCC1919.12c,0.545426794,0.006855753,1.227097013,3.22E-18,,,,,,
SPCC1919.14c,2.253915893,2.77E-31,2.113097988,8.63E-47,,,,,,
SPCC23B6.02c,-1.230988959,0.280359166,-2.518905364,0.061801519,,,,,,
SPCC23B6.03c,0.883776986,4.95E-07,1.196289539,2.75E-21,,,,,,
SPCC23B6.05c,-0.553532472,0.060659319,-1.088597579,0.000138553,,,,,,
SPCC24B10.02c,0.939666083,1.33E-08,1.079892256,2.89E-12,,,,,,
SPCC24B10.04,-1.592801326,2.16E-11,-1.261588252,2.58E-08,,,,,,
SPCC24B10.05,-1.36440633,2.65E-09,-1.368302646,4.14E-11,,,,,,
SPCC24B10.07,1.426278179,1.01E-25,1.152213959,1.08E-18,,,,,,
SPCC24B10.11c,-1.175852177,8.08E-08,-1.049272996,6.28E-08,,,,,,
SPCC24B10.13,2.621577255,3.28E-48,1.426244767,5.91E-16,,,,,,
SPCC24B10.14c,0.265158662,0.505359745,1.350700533,2.03E-06,,,,,,
SPCC24B10.15,-1.878695388,0.043810349,-1.774841016,0.081138479,,,,,,
SPCC24B10.17,-0.626669473,0.006108736,-1.207582064,3.22E-13,,,,,,
SPCC24B10.19c,-1.968889985,1.26E-25,-1.736843084,3.82E-27,,,,,,
SPCC24B10.20,-1.114422751,0.00055914,-0.778795109,0.013959459,,,,,,
SPCC285.04,0.310763984,0.425627679,1.402861299,6.29E-07,,,,,,
SPCC285.06c,1.310959866,8.34E-09,1.620353064,5.18E-15,,,,,,
SPCC285.09c,1.223594895,4.61E-10,1.609505565,4.86E-23,,,,,,
SPCC285.10c,2.849462528,1.04E-42,2.23959741,3.88E-68,,,,,,
SPCC285.11,1.670222256,1.12E-30,1.839319143,1.98E-46,,,,,,
SPCC285.12,-1.083483666,4.60E-11,-0.932839841,1.12E-10,,,,,,
SPCC285.17,-1.402354316,2.61E-15,-0.768210334,2.23E-08,,,,,,
SPCC297.03,1.989289553,4.80E-43,2.000980162,1.57E-66,,,,,,
SPCC2H8.04,-1.586399742,1.67E-08,-1.677634502,2.15E-08,,,,,,
SPCC2H8.05c,-1.185534434,1.20E-11,-0.692611031,0.006452656,,,,,,
SPCC306.03c,0.647605619,7.45E-05,1.000785858,3.00E-14,,,,,,
SPCC306.06c,-0.869266401,8.77E-08,-1.30568103,1.36E-20,,,,,,
SPCC306.10,1.097975764,0.018765846,2.538140742,5.25E-14,,,,,,
SPCC306.11,1.357743505,3.54E-21,1.116482806,4.13E-19,,,,,,
SPCC31H12.06,-1.353830037,2.47E-10,-1.320062447,4.98E-20,,,,,,
SPCC320.03,3.566833496,1.98E-58,2.945855805,2.74E-58,,,,,,
SPCC320.05,1.357853817,1.82E-21,1.267537066,1.34E-27,,,,,,
SPCC320.09,-0.838982512,0.00094616,-1.292756308,9.76E-07,,,,,,
SPCC320.11c,-1.20256143,1.54E-10,-1.880903081,5.51E-22,,,,,,
SPCC320.12,-1.435735058,5.24E-09,-0.709764368,0.001042267,,,,,,
SPCC320.14,-0.788730493,1.49E-05,-1.248935579,8.07E-13,,,,,,
SPCC330.02,1.133560696,6.18E-08,1.366537406,5.09E-13,,,,,,
SPCC330.03c,4.77146417,1.07E-113,4.837939592,6.60E-152,,,,,,
SPCC330.05c,-0.85765249,1.07E-05,-1.152672055,1.18E-15,,,,,,
SPCC330.06c,-1.656230677,4.33E-22,-1.008410434,3.04E-09,,,,,,
SPCC330.07c,-2.798186421,9.38E-21,-1.50193907,1.76E-10,,,,,,
SPCC330.11,1.091699422,2.07E-13,1.578747727,8.63E-39,,,,,,
SPCC330.13,-2.41799463,9.11E-08,-1.698847368,3.12E-05,,,,,,
SPCC330.14c,-1.006900353,2.23E-07,-0.851974965,2.52E-15,,,,,,
SPCC330.20,-0.937027368,3.69E-06,-1.138177408,2.57E-11,,,,,,
SPCC338.03c,-1.11153448,0.012993635,-1.018242184,0.046325582,,,,,,
SPCC338.04,-1.146815232,7.07E-06,-0.805453847,0.001253643,,,,,,
SPCC338.05c,-1.658701444,8.06E-20,-1.443416642,5.54E-19,,,,,,
SPCC338.07c,-0.907288198,4.81E-11,-1.963587549,1.06E-47,,,,,,
SPCC338.12,2.916171042,1.64E-80,3.313409612,7.35E-134,,,,,,
SPCC338.14,-1.216763863,7.24E-12,-1.571714133,7.19E-38,,,,,,
SPCC338.16,-1.246476979,0.005864983,-0.756802824,0.028182498,,,,,,
SPCC338.17c,1.56131938,6.41E-23,1.894784294,9.83E-61,,,,,,
SPCC338.18,3.723171774,2.57E-41,4.687702468,1.07E-98,,,,,,
SPCC364.02c,0.816860867,3.48E-07,1.228959733,1.17E-13,,,,,,
SPCC364.06,-0.930410597,4.09E-11,-1.543899714,2.41E-41,,,,,,
SPCC417.02,5.078425947,4.60E-156,6.591167667,0,,,,,,
SPCC417.05c,2.655375983,1.91E-53,1.631003573,1.89E-26,,,,,,
SPCC417.09c,1.510391175,6.55E-16,1.812000331,8.02E-44,,,,,,
SPCC417.10,1.174386032,6.68E-06,1.881590908,2.54E-22,,,,,,
SPCC417.11c,1.059807806,7.08E-11,1.52734903,2.96E-29,,,,,,
SPCC417.16,3.128097575,1.61E-64,2.276986143,2.79E-47,,,,,,
SPCC4B3.02c,-0.520557448,0.231245827,-1.552632267,7.53E-06,,,,,,
SPCC4B3.05c,-1.520357964,6.71E-11,-1.666273909,2.26E-16,,,,,,
SPCC4B3.07,-0.390039308,0.015977048,-1.278887199,2.09E-22,,,,,,
SPCC4B3.09c,-0.704881808,0.000657023,-1.102793175,4.82E-07,,,,,,
SPCC4B3.12,-1.575049569,2.50E-14,-1.760847618,3.14E-24,,,,,,
SPCC4B3.16,-0.955713171,0.000244796,-1.201683414,7.19E-06,,,,,,
SPCC4B3.17,-1.047674996,0.000731441,-0.697736077,4.43E-05,,,,,,
SPCC4B3.18,-1.807286056,0.002355344,-2.918440586,0.000191588,,,,,,
SPCC4E9.01c,1.053879658,0.01831509,1.132992534,0.005459578,,,,,,
SPCC4F11.02,1.947929188,4.77E-30,1.901002087,7.19E-38,,,,,,
SPCC4G3.03,4.459625845,2.24E-86,5.188031221,8.31E-176,,,,,,
SPCC4G3.04c,-1.991036159,1.09E-30,-2.098872245,3.57E-38,,,,,,
SPCC4G3.09c,1.045308155,2.91E-15,1.327111636,3.92E-32,,,,,,
SPCC4G3.10c,0.81784596,4.22E-05,1.015744972,1.45E-09,,,,,,
SPCC4G3.11,-1.453244622,2.43E-11,-0.772339395,7.98E-06,,,,,,
SPCC4G3.12c,1.393830727,3.37E-19,1.870378438,2.89E-52,,,,,,
SPCC4G3.17,-1.600984832,6.31E-13,-2.244126012,3.44E-29,,,,,,
SPCC4G3.19,-1.291394116,1.32E-06,-1.713527072,7.89E-15,,,,,,
SPCC548.03c,2.158999994,0.002637288,2.170256207,0.001988128,,,,,,
SPCC548.06c,1.512518352,4.20E-26,1.769390448,2.94E-60,,,,,,
SPCC548.07c,2.411233171,7.94E-13,3.463505311,2.52E-41,,,,,,
SPCC550.04c,-1.459046583,6.36E-07,-1.313789546,7.48E-07,,,,,,
SPCC550.07,3.172292728,4.29E-37,4.742637445,4.08E-185,,,,,,
SPCC553.09c,-0.912604709,2.31E-05,-1.199160807,4.36E-11,,,,,,
SPCC553.12c,2.677107026,5.56E-66,2.187030509,6.68E-59,,,,,,
SPCC569.09,3.971453361,6.64E-128,4.827496508,0,,,,,,
SPCC576.01c,5.096365168,0,4.18246537,2.55E-263,,,,,,
SPCC576.03c,-1.411712217,1.14E-19,-0.619904373,4.68E-09,,,,,,
SPCC576.04,1.616284619,4.27E-18,2.276178411,9.29E-53,,,,,,
SPCC576.07,-1.000358152,6.21E-07,-1.295251041,1.23E-22,,,,,,
SPCC576.12c,-0.531207766,0.043632762,-1.013207647,0.000228422,,,,,,
SPCC576.16c,0.78531717,0.123237515,2.645278622,1.37E-15,,,,,,
SPCC584.01c,1.122749309,2.88E-14,1.38563473,1.92E-35,,,,,,
SPCC584.12,0.915843414,0.177468287,2.14363578,0.000137302,,,,,,
SPCC584.13,2.379195425,5.15E-41,4.277685157,0,,,,,,
SPCC584.14,-1.447944185,2.81E-09,-1.55841255,8.42E-10,,,,,,
SPCC584.15c,1.332071618,2.36E-14,1.108480585,1.32E-19,,,,,,
SPCC594.04c,1.638477139,9.35E-16,1.56859385,2.50E-16,,,,,,
SPCC594.07c,0.407215595,0.03152184,1.07816464,2.13E-19,,,,,,
SPCC5E4.04,1.192048241,1.26E-14,1.331984462,1.34E-27,,,,,,
SPCC613.01,-1.489004267,8.81E-14,-1.811465792,4.12E-20,,,,,,
SPCC613.12c,-1.418008316,4.83E-11,-1.485874956,7.77E-14,,,,,,
SPCC622.01c,-1.29920047,2.39E-06,-0.722136473,0.001359847,,,,,,
SPCC622.11,1.232127292,2.45E-06,1.98313012,4.31E-47,,,,,,
SPCC622.13c,2.25788749,9.49E-21,2.289967841,4.08E-27,,,,,,
SPCC622.14,-1.292903913,4.77E-18,-1.777715022,7.51E-41,,,,,,
SPCC622.15c,1.650186544,1.15E-25,1.787874845,2.05E-22,,,,,,
SPCC622.21,-1.22638937,0.036536716,0.721016702,0.121923238,,,,,,
SPCC63.03,1.355743832,8.11E-05,1.762069068,1.71E-09,,,,,,
SPCC63.07,-2.019055019,1.89E-14,-1.725529767,2.31E-13,,,,,,
SPCC63.08c,1.685084134,1.12E-37,1.891045279,2.80E-50,,,,,,
SPCC63.12c,-1.282470794,9.08E-13,-0.794280319,4.28E-07,,,,,,
SPCC63.13,3.388580735,4.69E-81,4.011864079,5.82E-146,,,,,,
SPCC63.14,2.703209761,1.79E-53,2.462348548,3.75E-57,,,,,,
SPCC645.03c,0.579789103,0.000746319,1.02287976,2.42E-15,,,,,,
SPCC645.08c,-1.294816527,1.73E-18,-1.741699866,8.51E-42,,,,,,
SPCC645.14c,-0.935558792,0.000300966,-1.353478206,2.85E-30,,,,,,
SPCC663.01c,1.917424083,2.60E-45,1.729108008,5.48E-83,,,,,,
SPCC663.02,0.856347367,6.60E-07,1.075625498,1.08E-12,,,,,,
SPCC663.03,3.109060708,1.06E-140,2.382609673,9.24E-137,,,,,,
SPCC663.04,-1.009933107,9.39E-07,-1.181732228,2.31E-25,,,,,,
SPCC663.05c,-1.06198573,1.30E-09,-0.941534697,2.32E-09,,,,,,
SPCC663.06c,-0.119404329,0.683525866,1.499530721,2.72E-12,,,,,,
SPCC663.09c,-1.161473068,9.67E-16,-1.471791568,2.03E-31,,,,,,
SPCC663.10,5.477300724,1.17E-89,5.419089947,3.57E-267,,,,,,
SPCC663.18,0.57731457,2.90E-05,1.150214519,1.34E-27,,,,,,
SPCC70.04c,2.859432604,1.45E-40,4.057441522,3.64E-148,,,,,,
SPCC70.05c,1.513905934,6.53E-31,1.524449498,6.95E-61,,,,,,
SPCC70.07c,-2.162323767,0.05669257,-1.140280326,0.300793227,,,,,,
SPCC70.09c,2.522101695,4.76E-13,3.05814493,5.34E-15,,,,,,
SPCC70.10,3.16649956,1.64E-81,3.223637916,5.42E-145,,,,,,
SPCC70.12c,1.392899352,3.22E-20,3.542292729,8.99E-94,,,,,,
SPCC736.02,-1.345818216,0.000262635,-1.841793814,8.46E-06,,,,,,
SPCC736.03c,-0.936317137,7.61E-08,-1.237181141,6.20E-14,,,,,,
SPCC736.10c,-1.834717648,8.41E-06,-1.501968865,1.95E-10,,,,,,
SPCC736.12c,1.275484195,1.51E-17,1.521561593,1.77E-29,,,,,,
SPCC736.13,1.500840713,4.95E-24,1.666030623,8.98E-47,,,,,,
SPCC736.14,0.859537139,0.02291982,2.126822603,1.09E-13,,,,,,
SPCC736.15,3.703485583,4.07E-77,3.051218102,5.93E-123,,,,,,
SPCC737.04,5.052602817,2.85E-197,4.402131814,6.13E-203,,,,,,
SPCC737.08,2.781162681,6.26E-53,2.900325683,1.56E-154,,,,,,
SPCC74.01,-0.67539767,9.15E-05,-1.061083898,1.36E-11,,,,,,
SPCC74.02c,0.49802912,0.000730219,1.142812214,3.12E-17,,,,,,
SPCC74.04,2.202255323,2.42E-20,3.990129747,3.60E-169,,,,,,
SPCC74.06,1.90313271,1.47E-42,1.718251279,2.10E-43,,,,,,
SPCC74.09,2.240869041,6.61E-18,3.111156493,1.31E-60,,,,,,
SPCC757.07c,3.434959822,1.79E-65,2.463246138,1.61E-28,,,,,,
SPCC757.09c,2.921490732,7.19E-76,3.415926553,1.78E-160,,,,,,
SPCC757.11c,1.352377957,7.07E-09,1.451665635,7.43E-21,,,,,,
SPCC757.12,2.361072819,2.49E-56,1.871172365,5.25E-52,,,,,,
SPCC757.13,2.449897879,5.85E-18,3.59840208,2.91E-78,,,,,,
SPCC777.02,0.839596153,2.51E-07,1.205224434,9.73E-23,,,,,,
SPCC777.10c,-1.282619756,0.003034522,-0.327134803,0.407393719,,,,,,
SPCC777.11,-2.244613272,0.012215668,-2.476228344,0.013978361,,,,,,
SPCC777.15,0.712766261,0.003101161,1.281098049,6.67E-10,,,,,,
SPCC790.03,-1.618939425,3.44E-11,-0.954884911,1.05E-05,,,,,,
SPCC794.01c,2.514229122,6.19E-17,1.430137286,2.35E-08,,,,,,
SPCC794.02,1.078324946,3.10E-06,1.398970246,2.02E-10,,,,,,
SPCC794.03,0.302194739,0.073244672,1.237944138,7.97E-29,,,,,,
SPCC794.04c,6.794338213,4.41E-68,4.897007498,2.00E-11,,,,,,
SPCC794.15,3.700715744,9.25E-47,3.484055377,4.33E-44,,,,,,
SPCC794.16,3.930959253,6.44E-37,4.500782298,3.81E-70,,,,,,
SPCC825.04c,-0.519245767,0.370251511,-1.961560639,0.008208193,,,,,,
SPCC830.02,1.492176947,7.07E-06,2.368791888,1.80E-19,,,,,,
SPCC830.05c,1.629179776,3.44E-22,1.00301112,7.86E-12,,,,,,
SPCC830.10,-1.040395007,8.67E-08,-0.962705209,1.10E-07,,,,,,
SPCC830.11c,-1.362915222,9.32E-12,-1.735943957,2.30E-20,,,,,,
SPCC895.05,0.878906929,2.30E-09,1.244373403,1.21E-26,,,,,,
SPCC895.08c,1.214740278,5.54E-16,1.477176318,2.47E-32,,,,,,
SPCC962.01,1.949773488,2.60E-53,1.981540684,7.72E-65,,,,,,
SPCC962.06c,0.813680902,3.42E-07,1.001151857,1.37E-14,,,,,,
SPCC965.07c,-0.261464829,0.190231017,1.643412294,3.94E-54,,,,,,
SPCC965.11c,0.102021501,0.79430034,2.642269257,3.63E-34,,,,,,
SPCC965.13,3.029562354,2.92E-139,3.160922795,1.96E-77,,,,,,
SPCC970.03,-0.74144302,8.74E-06,-1.0798104,4.82E-15,,,,,,
SPCC970.08,1.685797197,3.06E-31,1.303836007,7.79E-36,,,,,,
SPCC970.09,0.599760687,0.000143061,1.014082018,3.09E-14,,,,,,
SPCC970.10c,-1.693504821,6.54E-06,-1.671254412,1.23E-05,,,,,,
SPCC970.11c,0.354033661,0.505283092,1.169668408,0.002044661,,,,,,
SPCP1E11.07c,-1.827414497,1.00E-13,-2.541608739,4.66E-21,,,,,,
SPCP20C8.01c,-0.103078131,0.821824365,1.016120064,0.001190886,,,,,,
SPCP20C8.02c,-3.518688156,6.67E-07,-1.037720284,0.023885615,,,,,,
SPCP20C8.03,-4.813047362,3.82E-10,-2.353734212,2.94E-07,,,,,,
SPCP20C8.04,-1.376372883,0.29550931,-1.395122682,0.347316948,,,,,,
SPCP31B10.05,-1.415966583,0.001744985,-1.357686038,0.002970727,,,,,,
SPCP31B10.06,3.944963114,9.78E-215,3.012588668,1.19E-103,,,,,,
SPCPB16A4.06c,5.755096604,3.24E-156,5.747169485,1.17E-258,,,,,,
SPCPB1C11.01,4.987106649,5.95E-121,5.275370345,7.25E-271,,,,,,
SPCPB1C11.02,3.076949439,8.65E-31,3.28820709,3.07E-89,,,,,,
SPCPB1C11.03,2.674170496,1.15E-39,2.573392708,2.47E-72,,,,,,
SPCPJ732.02c,1.2396726,1.29E-18,1.742820448,5.04E-53,,,,,,
SPCPJ732.03,-1.132911394,0.327139099,0.174995576,0.877036564,,,,,,
SPAC212.11,NA,NA,5.455738173,2.97E-06,,,,,,
SPAC977.02,NA,NA,4.87975901,6.88E-05,,,,,,
SPAC977.18,NA,NA,6.118053634,3.28E-08,,,,,,
SPAPJ695.01c,NA,NA,6.273076327,9.56E-09,,,,,,
